0~red~forward 1~+0~!128997 0 !128997~CAACAgQAAxkBAAEBtcplQUru19L-rWGOD4ytMXgEzgwsRwACDgAD1XH9MTkoTHPl4e4ZMwQ~0
4~green~forward 1~+0~!129001 4 !129001~CAACAgQAAxkBAAEBtfZlQUvmdoYD7S5POi67CAdCCrvhIQACHQAD1XH9Me5qB5xJOcexMwQ~4
5~green~forward 1~+0~!129001 5 !129001~CAACAgQAAxkBAAEBtfhlQUvsFrgWJf9dnbXmgPRLIBUK8gACIQAD1XH9MWaf-Udr6254MwQ~5
5~green~forward 1~+0~!129001 5 !129001~CAACAgQAAxkBAAEBtfhlQUvsFrgWJf9dnbXmgPRLIBUK8gACIQAD1XH9MWaf-Udr6254MwQ~5
6~green~forward 1~+0~!129001 6 !129001~CAACAgQAAxkBAAEBtfplQUvx_68oa3WXF2x0mzZwrmLpRgACJQAD1XH9MTKmfeGmJsNsMwQ~6
6~green~forward 1~+0~!129001 6 !129001~CAACAgQAAxkBAAEBtfplQUvx_68oa3WXF2x0mzZwrmLpRgACJQAD1XH9MTKmfeGmJsNsMwQ~6
7~green~forward 1~+0~!129001 7 !129001~CAACAgQAAxkBAAEBtfxlQUv3-XB_Mzs9do3ktCYW99g4XQACKQAD1XH9MTqEp36SYdZ2MwQ~7
7~green~forward 1~+0~!129001 7 !129001~CAACAgQAAxkBAAEBtfxlQUv3-XB_Mzs9do3ktCYW99g4XQACKQAD1XH9MTqEp36SYdZ2MwQ~7
8~green~forward 1~+0~!129001 8 !129001~CAACAgQAAxkBAAEBtf5lQUv966f4YgmTs0Gr9CnkA8eaawACLQAD1XH9MQNOwvHmRadcMwQ~8
8~green~forward 1~+0~!129001 8 !129001~CAACAgQAAxkBAAEBtf5lQUv966f4YgmTs0Gr9CnkA8eaawACLQAD1XH9MQNOwvHmRadcMwQ~8
9~green~forward 1~+0~!129001 9 !129001~CAACAgQAAxkBAAEBtgABZUFMAm3lZvShr6-Gonr2Z2kRaGEAAjEAA9Vx_TGM-PCsfuPe2jME~9
9~green~forward 1~+0~!129001 9 !129001~CAACAgQAAxkBAAEBtgABZUFMAm3lZvShr6-Gonr2Z2kRaGEAAjEAA9Vx_TGM-PCsfuPe2jME~9
0~blue~forward 1~+0~!128998 0 !128998~CAACAgQAAxkBAAEBtgJlQUwK6QbM7-DU3mP7XC0xz5FPFAACDAAD1XH9MTf5oSgOnIUnMwQ~0
1~blue~forward 1~+0~!128998 1 !128998~CAACAgQAAxkBAAEBtgRlQUwPp5Al8AaFLcym36FqUR4UhgACEAAD1XH9MdnIL8X73EvFMwQ~1
1~blue~forward 1~+0~!128998 1 !128998~CAACAgQAAxkBAAEBtgRlQUwPp5Al8AaFLcym36FqUR4UhgACEAAD1XH9MdnIL8X73EvFMwQ~1
2~blue~forward 1~+0~!128998 2 !128998~CAACAgQAAxkBAAEBtgZlQUwVUht5GhZ3LHClihiscrFIFAACFAAD1XH9Mf9j6jArg8F9MwQ~2
2~blue~forward 1~+0~!128998 2 !128998~CAACAgQAAxkBAAEBtgZlQUwVUht5GhZ3LHClihiscrFIFAACFAAD1XH9Mf9j6jArg8F9MwQ~2
3~blue~forward 1~+0~!128998 3 !128998~CAACAgQAAxkBAAEBtgplQUwgLALkpPCJXZBt8DoLNjWnrgACGAAD1XH9MVC_bHupfFX8MwQ~3
3~blue~forward 1~+0~!128998 3 !128998~CAACAgQAAxkBAAEBtgplQUwgLALkpPCJXZBt8DoLNjWnrgACGAAD1XH9MVC_bHupfFX8MwQ~3
4~blue~forward 1~+0~!128998 4 !128998~CAACAgQAAxkBAAEBtgxlQUwn0jAv-_aRiIzet0yyHSPf-QACHAAD1XH9MSA9J0xzJNaWMwQ~4
4~blue~forward 1~+0~!128998 4 !128998~CAACAgQAAxkBAAEBtgxlQUwn0jAv-_aRiIzet0yyHSPf-QACHAAD1XH9MSA9J0xzJNaWMwQ~4
5~blue~forward 1~+0~!128998 5 !128998~CAACAgQAAxkBAAEBtg5lQUwu-ba9lj3ELQkwg7kXvpDYGgACIAAD1XH9MT897o8pEc-PMwQ~5
5~blue~forward 1~+0~!128998 5 !128998~CAACAgQAAxkBAAEBtg5lQUwu-ba9lj3ELQkwg7kXvpDYGgACIAAD1XH9MT897o8pEc-PMwQ~5
6~blue~forward 1~+0~!128998 6 !128998~CAACAgQAAxkBAAEBthRlQUw2Sye05y8ZrVhUHwlqj3TwwgACJAAD1XH9MVj3loMtpOr7MwQ~6
6~blue~forward 1~+0~!128998 6 !128998~CAACAgQAAxkBAAEBthRlQUw2Sye05y8ZrVhUHwlqj3TwwgACJAAD1XH9MVj3loMtpOr7MwQ~6
7~blue~forward 1~+0~!128998 7 !128998~CAACAgQAAxkBAAEBthZlQUw8dolGKt9j65Q61wJpfJ_5KAACKAAD1XH9MYEdv4Otaic7MwQ~7
7~blue~forward 1~+0~!128998 7 !128998~CAACAgQAAxkBAAEBthZlQUw8dolGKt9j65Q61wJpfJ_5KAACKAAD1XH9MYEdv4Otaic7MwQ~7
8~blue~forward 1~+0~!128998 8 !128998~CAACAgQAAxkBAAEBthxlQUxBn8ESxmU9rfQsEE0rqEWEYQACLAAD1XH9MeahQ-8HngpKMwQ~8
8~blue~forward 1~+0~!128998 8 !128998~CAACAgQAAxkBAAEBthxlQUxBn8ESxmU9rfQsEE0rqEWEYQACLAAD1XH9MeahQ-8HngpKMwQ~8
9~blue~forward 1~+0~!128998 9 !128998~CAACAgQAAxkBAAEBtiJlQUxvAsCvdUvPHPPLdfG5AAF-PHsAAjAAA9Vx_TE3agFIv4oWdjME~9
9~blue~forward 1~+0~!128998 9 !128998~CAACAgQAAxkBAAEBtiJlQUxvAsCvdUvPHPPLdfG5AAF-PHsAAjAAA9Vx_TE3agFIv4oWdjME~9
0~yellow~forward 1~+0~!129000 0 !129000~CAACAgQAAxkBAAEBtiZlQUx31hQ3CvB2L4ZWkqlnRBGI3QACDwAD1XH9MWxA6xffn6lIMwQ~0
1~yellow~forward 1~+0~!129000 1 !129000~CAACAgQAAxkBAAEBtihlQUx8WsPLpH4fdPMKw_ot3QAB0ZEAAhMAA9Vx_THAhpDKvcvExjME~1
1~yellow~forward 1~+0~!129000 1 !129000~CAACAgQAAxkBAAEBtihlQUx8WsPLpH4fdPMKw_ot3QAB0ZEAAhMAA9Vx_THAhpDKvcvExjME~1
2~yellow~forward 1~+0~!129000 2 !129000~CAACAgQAAxkBAAEBtiplQUyD4_Jjub0HeQE74gh9ew63uwACFwAD1XH9MfGFOYTRiw81MwQ~2
2~yellow~forward 1~+0~!129000 2 !129000~CAACAgQAAxkBAAEBtiplQUyD4_Jjub0HeQE74gh9ew63uwACFwAD1XH9MfGFOYTRiw81MwQ~2
3~yellow~forward 1~+0~!129000 3 !129000~CAACAgQAAxkBAAEBti1lQUyP3xZPXYOsvRpRyNvtbDYohgACGwAD1XH9MVfnVtaRIqAJMwQ~3
3~yellow~forward 1~+0~!129000 3 !129000~CAACAgQAAxkBAAEBti1lQUyP3xZPXYOsvRpRyNvtbDYohgACGwAD1XH9MVfnVtaRIqAJMwQ~3
4~yellow~forward 1~+0~!129000 4 !129000~CAACAgQAAxkBAAEBtjBlQUyWXtcyt1GDx2hRYgZ7NIFKTgACHwAD1XH9Mc2usGd8yekwMwQ~4
4~yellow~forward 1~+0~!129000 4 !129000~CAACAgQAAxkBAAEBtjBlQUyWXtcyt1GDx2hRYgZ7NIFKTgACHwAD1XH9Mc2usGd8yekwMwQ~4
5~yellow~forward 1~+0~!129000 5 !129000~CAACAgQAAxkBAAEBtjJlQUybTLVliVfSUff0vBzFQoguEAACIwAD1XH9MTHMTwOgx2x7MwQ~5
5~yellow~forward 1~+0~!129000 5 !129000~CAACAgQAAxkBAAEBtjJlQUybTLVliVfSUff0vBzFQoguEAACIwAD1XH9MTHMTwOgx2x7MwQ~5
6~yellow~forward 1~+0~!129000 6 !129000~CAACAgQAAxkBAAEBtjRlQUyiGdZcFDbfyHnNIl17gbXWFwACJwAD1XH9MWFfEUW5kLrbMwQ~6
6~yellow~forward 1~+0~!129000 6 !129000~CAACAgQAAxkBAAEBtjRlQUyiGdZcFDbfyHnNIl17gbXWFwACJwAD1XH9MWFfEUW5kLrbMwQ~6
7~yellow~forward 1~+0~!129000 7 !129000~CAACAgQAAxkBAAEBtjZlQUyrvzx93lHH8IPD85hvAAEubBsAAisAA9Vx_TGHTgrSL2-_GTME~7
7~yellow~forward 1~+0~!129000 7 !129000~CAACAgQAAxkBAAEBtjZlQUyrvzx93lHH8IPD85hvAAEubBsAAisAA9Vx_TGHTgrSL2-_GTME~7
8~yellow~forward 1~+0~!129000 8 !129000~CAACAgQAAxkBAAEBtjhlQUyz4Q8RkdcvMJi2NcqYrT_c9QACLwAD1XH9MbaVD19v0GWDMwQ~8
8~yellow~forward 1~+0~!129000 8 !129000~CAACAgQAAxkBAAEBtjhlQUyz4Q8RkdcvMJi2NcqYrT_c9QACLwAD1XH9MbaVD19v0GWDMwQ~8
9~yellow~forward 1~+0~!129000 9 !129000~CAACAgQAAxkBAAEBtjplQUy5RJ5xrUmoIyTlwpnLlqmBFwACMwAD1XH9Mct7oE7AGDgnMwQ~9
9~yellow~forward 1~+0~!129000 9 !129000~CAACAgQAAxkBAAEBtjplQUy5RJ5xrUmoIyTlwpnLlqmBFwACMwAD1XH9Mct7oE7AGDgnMwQ~9
-2~red~forward 1~+2~!128997 +2 !128997~CAACAgQAAxkBAAEBtjxlQUzE653ndHBh6K5-XuOxRZav4QACNgAD1XH9Mf0nXgS0jZUjMwQ~20
-2~red~forward 1~+2~!128997 +2 !128997~CAACAgQAAxkBAAEBtjxlQUzE653ndHBh6K5-XuOxRZav4QACNgAD1XH9Mf0nXgS0jZUjMwQ~20
-2~green~forward 1~+2~!129001 +2 !129001~CAACAgQAAxkBAAEBtj5lQUzL6NRma0Gdit0NQ-vsTmdXWAACNQAD1XH9MXMF1HtRA3wLMwQ~20
-2~green~forward 1~+2~!129001 +2 !129001~CAACAgQAAxkBAAEBtj5lQUzL6NRma0Gdit0NQ-vsTmdXWAACNQAD1XH9MXMF1HtRA3wLMwQ~20
-2~blue~forward 1~+2~!128998 +2 !128998~CAACAgQAAxkBAAEBtkBlQUzSOFk0p_fKl5-do1cDAtC4IAACNAAD1XH9MfvlnFXOQy1_MwQ~20
-2~blue~forward 1~+2~!128998 +2 !128998~CAACAgQAAxkBAAEBtkBlQUzSOFk0p_fKl5-do1cDAtC4IAACNAAD1XH9MfvlnFXOQy1_MwQ~20
-2~yellow~forward 1~+2~!129000 +2 !129000~CAACAgQAAxkBAAEBtkJlQUzYycxaMu9p7b0dPXJI_1dYcwACNwAD1XH9MbS15OZyhmozMwQ~20
-2~yellow~forward 1~+2~!129000 +2 !129000~CAACAgQAAxkBAAEBtkJlQUzYycxaMu9p7b0dPXJI_1dYcwACNwAD1XH9MbS15OZyhmozMwQ~20
-3~red~through 1~+0~!128997 !128683 !128997~CAACAgQAAxkBAAEBtkZlQUzgYrhudnBJ5CM8nN8RmddvnQACCAAD1XH9MZzc-U31QHClMwQ~20
-3~red~through 1~+0~!128997 !128683 !128997~CAACAgQAAxkBAAEBtkZlQUzgYrhudnBJ5CM8nN8RmddvnQACCAAD1XH9MZzc-U31QHClMwQ~20
-3~green~through 1~+0~!129001 !128683 !129001~CAACAgQAAxkBAAEBtkhlQUztIlON2rljtijfB_Edj1qbiwACBwAD1XH9MZUg-s3xrWNkMwQ~20
-3~green~through 1~+0~!129001 !128683 !129001~CAACAgQAAxkBAAEBtkhlQUztIlON2rljtijfB_Edj1qbiwACBwAD1XH9MZUg-s3xrWNkMwQ~20
-3~blue~through 1~+0~!128998 !128683 !128998~CAACAgQAAxkBAAEBtkplQUz0kEUkl_viOqT8L6IoRTrEKAACBgAD1XH9MVcsmdqhfWjxMwQ~20
-3~blue~through 1~+0~!128998 !128683 !128998~CAACAgQAAxkBAAEBtkplQUz0kEUkl_viOqT8L6IoRTrEKAACBgAD1XH9MVcsmdqhfWjxMwQ~20
-3~yellow~through 1~+0~!129000 !128683 !129000~CAACAgQAAxkBAAEBtkxlQUz6DNYnMirP7sZPPRCBATDDKAACCQAD1XH9MXjDnpQAAdiqJTME~20
-3~yellow~through 1~+0~!129000 !128683 !129000~CAACAgQAAxkBAAEBtkxlQUz6DNYnMirP7sZPPRCBATDDKAACCQAD1XH9MXjDnpQAAdiqJTME~20
-4~red~back 1~+0~!128997 !128259 !128997~CAACAgQAAxkBAAEBtk5lQU0FAUm4fGjfrZpqJsvVjYGheQACBAAD1XH9MV0kRSAPQPr-MwQ~20
-4~red~back 1~+0~!128997 !128259 !128997~CAACAgQAAxkBAAEBtk5lQU0FAUm4fGjfrZpqJsvVjYGheQACBAAD1XH9MV0kRSAPQPr-MwQ~20
-4~green~back 1~+0~!129001 !128259 !129001~CAACAgQAAxkBAAEBtlBlQU0N5t5Hxp3jjFRshRKylZIo1AACAwAD1XH9MbYJ3m4hN6wBMwQ~20
-4~green~back 1~+0~!129001 !128259 !129001~CAACAgQAAxkBAAEBtlBlQU0N5t5Hxp3jjFRshRKylZIo1AACAwAD1XH9MbYJ3m4hN6wBMwQ~20
-4~blue~back 1~+0~!128998 !128259 !128998~CAACAgQAAxkBAAEBtlRlQU0Wcg0SevRYyU7Cl9X06nwAAXMAAgIAA9Vx_THWrIUAAU88Cw4zBA~20
-4~blue~back 1~+0~!128998 !128259 !128998~CAACAgQAAxkBAAEBtlRlQU0Wcg0SevRYyU7Cl9X06nwAAXMAAgIAA9Vx_THWrIUAAU88Cw4zBA~20
-4~yellow~back 1~+0~!129000 !128259 !129000~CAACAgQAAxkBAAEBtlhlQU0gDGmgbIe1va2aQgTOH9LNEQACBQAD1XH9MSLyLuaKRl3zMwQ~20
-4~yellow~back 1~+0~!129000 !128259 !129000~CAACAgQAAxkBAAEBtlhlQU0gDGmgbIe1va2aQgTOH9LNEQACBQAD1XH9MSLyLuaKRl3zMwQ~20
universal~universal~forward 1~+4~!11035 +4 !11035~CAACAgQAAxkBAAEBtlplQU0opB7AzzOvTggpSvWEvOMx8AACCwAD1XH9MWXLImuKLy1gMwQ~50
universal~universal~forward 1~+4~!11035 +4 !11035~CAACAgQAAxkBAAEBtlplQU0opB7AzzOvTggpSvWEvOMx8AACCwAD1XH9MWXLImuKLy1gMwQ~50
universal~universal~forward 1~+4~!11035 +4 !11035~CAACAgQAAxkBAAEBtlplQU0opB7AzzOvTggpSvWEvOMx8AACCwAD1XH9MWXLImuKLy1gMwQ~50
universal~universal~forward 1~+4~!11035 +4 !11035~CAACAgQAAxkBAAEBtlplQU0opB7AzzOvTggpSvWEvOMx8AACCwAD1XH9MWXLImuKLy1gMwQ~50
universal~universal~forward 1~+0~!11035 !127752 !11035~CAACAgQAAxkBAAEBtlxlQU0448MkB0469_Y9Qgp1AarUawACCgAD1XH9MYfiF_tHgutLMwQ~50
universal~universal~forward 1~+0~!11035 !127752 !11035~CAACAgQAAxkBAAEBtlxlQU0448MkB0469_Y9Qgp1AarUawACCgAD1XH9MYfiF_tHgutLMwQ~50
universal~universal~forward 1~+0~!11035 !127752 !11035~CAACAgQAAxkBAAEBtlxlQU0448MkB0469_Y9Qgp1AarUawACCgAD1XH9MYfiF_tHgutLMwQ~50
universal~universal~forward 1~+0~!11035 !127752 !11035~CAACAgQAAxkBAAEBtlxlQU0448MkB0469_Y9Qgp1AarUawACCgAD1XH9MYfiF_tHgutLMwQ~50
